scenario,mechanism,rank,year,bundle_days
active_denominator_min50pct_coverage,Dipole,3,2015,2
active_denominator_min50pct_coverage,Dipole,3,2016,0
active_denominator_min50pct_coverage,Dipole,3,2017,2
active_denominator_min50pct_coverage,Dipole,3,2018,1
active_denominator_min50pct_coverage,Dipole,3,2019,6
active_denominator_min50pct_coverage,Dipole,3,2020,0
active_denominator_min50pct_coverage,Dipole,3,2021,4
active_denominator_min50pct_coverage,Dipole,3,2022,3
active_denominator_min50pct_coverage,Dipole,3,2023,7
active_denominator_min50pct_coverage,Dipole,3,2024,3
active_denominator_min80pct_coverage,Coherent,1,2000,0
active_denominator_min80pct_coverage,Coherent,1,2001,0
active_denominator_min80pct_coverage,Coherent,1,2002,0
active_denominator_min80pct_coverage,Coherent,1,2003,0
active_denominator_min80pct_coverage,Coherent,1,2004,0
active_denominator_min80pct_coverage,Coherent,1,2005,0
active_denominator_min80pct_coverage,Coherent,1,2006,0
active_denominator_min80pct_coverage,Coherent,1,2007,0
active_denominator_min80pct_coverage,Coherent,1,2008,0
active_denominator_min80pct_coverage,Coherent,1,2009,0
active_denominator_min80pct_coverage,Coherent,1,2010,8
active_denominator_min80pct_coverage,Coherent,1,2011,1
active_denominator_min80pct_coverage,Coherent,1,2012,2
active_denominator_min80pct_coverage,Coherent,1,2013,0
active_denominator_min80pct_coverage,Coherent,1,2014,0
active_denominator_min80pct_coverage,Coherent,1,2015,6
active_denominator_min80pct_coverage,Coherent,1,2016,0
active_denominator_min80pct_coverage,Coherent,1,2017,5
active_denominator_min80pct_coverage,Coherent,1,2018,13
active_denominator_min80pct_coverage,Coherent,1,2019,5
active_denominator_min80pct_coverage,Coherent,1,2020,7
active_denominator_min80pct_coverage,Coherent,1,2021,0
active_denominator_min80pct_coverage,Coherent,1,2022,10
active_denominator_min80pct_coverage,Coherent,1,2023,18
active_denominator_min80pct_coverage,Coherent,1,2024,0
active_denominator_min80pct_coverage,Coherent,2,2000,0
active_denominator_min80pct_coverage,Coherent,2,2001,0
active_denominator_min80pct_coverage,Coherent,2,2002,0
active_denominator_min80pct_coverage,Coherent,2,2003,0
active_denominator_min80pct_coverage,Coherent,2,2004,0
active_denominator_min80pct_coverage,Coherent,2,2005,0
active_denominator_min80pct_coverage,Coherent,2,2006,0
active_denominator_min80pct_coverage,Coherent,2,2007,0
active_denominator_min80pct_coverage,Coherent,2,2008,0
active_denominator_min80pct_coverage,Coherent,2,2009,0
active_denominator_min80pct_coverage,Coherent,2,2010,0
active_denominator_min80pct_coverage,Coherent,2,2011,0
active_denominator_min80pct_coverage,Coherent,2,2012,0
active_denominator_min80pct_coverage,Coherent,2,2013,0
active_denominator_min80pct_coverage,Coherent,2,2014,0
active_denominator_min80pct_coverage,Coherent,2,2015,0
active_denominator_min80pct_coverage,Coherent,2,2016,0
active_denominator_min80pct_coverage,Coherent,2,2017,0
active_denominator_min80pct_coverage,Coherent,2,2018,2
active_denominator_min80pct_coverage,Coherent,2,2019,6
active_denominator_min80pct_coverage,Coherent,2,2020,13
active_denominator_min80pct_coverage,Coherent,2,2021,1
active_denominator_min80pct_coverage,Coherent,2,2022,14
active_denominator_min80pct_coverage,Coherent,2,2023,28
active_denominator_min80pct_coverage,Coherent,2,2024,0
active_denominator_min80pct_coverage,Coherent,3,2000,0
active_denominator_min80pct_coverage,Coherent,3,2001,0
active_denominator_min80pct_coverage,Coherent,3,2002,0
active_denominator_min80pct_coverage,Coherent,3,2003,0
active_denominator_min80pct_coverage,Coherent,3,2004,0
active_denominator_min80pct_coverage,Coherent,3,2005,0
active_denominator_min80pct_coverage,Coherent,3,2006,0
active_denominator_min80pct_coverage,Coherent,3,2007,0
active_denominator_min80pct_coverage,Coherent,3,2008,0
active_denominator_min80pct_coverage,Coherent,3,2009,0
active_denominator_min80pct_coverage,Coherent,3,2010,0
active_denominator_min80pct_coverage,Coherent,3,2011,0
active_denominator_min80pct_coverage,Coherent,3,2012,0
active_denominator_min80pct_coverage,Coherent,3,2013,0
active_denominator_min80pct_coverage,Coherent,3,2014,0
active_denominator_min80pct_coverage,Coherent,3,2015,0
active_denominator_min80pct_coverage,Coherent,3,2016,0
active_denominator_min80pct_coverage,Coherent,3,2017,0
active_denominator_min80pct_coverage,Coherent,3,2018,0
active_denominator_min80pct_coverage,Coherent,3,2019,8
active_denominator_min80pct_coverage,Coherent,3,2020,1
active_denominator_min80pct_coverage,Coherent,3,2021,6
active_denominator_min80pct_coverage,Coherent,3,2022,10
active_denominator_min80pct_coverage,Coherent,3,2023,4
active_denominator_min80pct_coverage,Coherent,3,2024,0
active_denominator_min80pct_coverage,Dipole,1,2000,0
active_denominator_min80pct_coverage,Dipole,1,2001,0
active_denominator_min80pct_coverage,Dipole,1,2002,0
active_denominator_min80pct_coverage,Dipole,1,2003,0
active_denominator_min80pct_coverage,Dipole,1,2004,0
active_denominator_min80pct_coverage,Dipole,1,2005,0
active_denominator_min80pct_coverage,Dipole,1,2006,0
active_denominator_min80pct_coverage,Dipole,1,2007,0
active_denominator_min80pct_coverage,Dipole,1,2008,0
active_denominator_min80pct_coverage,Dipole,1,2009,0
active_denominator_min80pct_coverage,Dipole,1,2010,0
active_denominator_min80pct_coverage,Dipole,1,2011,0
active_denominator_min80pct_coverage,Dipole,1,2012,0
active_denominator_min80pct_coverage,Dipole,1,2013,0
active_denominator_min80pct_coverage,Dipole,1,2014,0
active_denominator_min80pct_coverage,Dipole,1,2015,0
active_denominator_min80pct_coverage,Dipole,1,2016,0
active_denominator_min80pct_coverage,Dipole,1,2017,3
active_denominator_min80pct_coverage,Dipole,1,2018,0
active_denominator_min80pct_coverage,Dipole,1,2019,3
active_denominator_min80pct_coverage,Dipole,1,2020,1
active_denominator_min80pct_coverage,Dipole,1,2021,6
active_denominator_min80pct_coverage,Dipole,1,2022,0
active_denominator_min80pct_coverage,Dipole,1,2023,4
active_denominator_min80pct_coverage,Dipole,1,2024,0
active_denominator_min80pct_coverage,Dipole,2,2000,0
active_denominator_min80pct_coverage,Dipole,2,2001,0
active_denominator_min80pct_coverage,Dipole,2,2002,0
active_denominator_min80pct_coverage,Dipole,2,2003,0
active_denominator_min80pct_coverage,Dipole,2,2004,0
active_denominator_min80pct_coverage,Dipole,2,2005,0
active_denominator_min80pct_coverage,Dipole,2,2006,0
active_denominator_min80pct_coverage,Dipole,2,2007,0
active_denominator_min80pct_coverage,Dipole,2,2008,0
active_denominator_min80pct_coverage,Dipole,2,2009,0
active_denominator_min80pct_coverage,Dipole,2,2010,0
active_denominator_min80pct_coverage,Dipole,2,2011,0
active_denominator_min80pct_coverage,Dipole,2,2012,0
active_denominator_min80pct_coverage,Dipole,2,2013,0
active_denominator_min80pct_coverage,Dipole,2,2014,0
active_denominator_min80pct_coverage,Dipole,2,2015,0
active_denominator_min80pct_coverage,Dipole,2,2016,0
active_denominator_min80pct_coverage,Dipole,2,2017,0
active_denominator_min80pct_coverage,Dipole,2,2018,1
active_denominator_min80pct_coverage,Dipole,2,2019,4
active_denominator_min80pct_coverage,Dipole,2,2020,2
active_denominator_min80pct_coverage,Dipole,2,2021,4
active_denominator_min80pct_coverage,Dipole,2,2022,8
active_denominator_min80pct_coverage,Dipole,2,2023,0
active_denominator_min80pct_coverage,Dipole,2,2024,0
active_denominator_min80pct_coverage,Dipole,3,2000,0
active_denominator_min80pct_coverage,Dipole,3,2001,0
active_denominator_min80pct_coverage,Dipole,3,2002,0
active_denominator_min80pct_coverage,Dipole,3,2003,0
active_denominator_min80pct_coverage,Dipole,3,2004,0
active_denominator_min80pct_coverage,Dipole,3,2005,0
active_denominator_min80pct_coverage,Dipole,3,2006,0
active_denominator_min80pct_coverage,Dipole,3,2007,0
active_denominator_min80pct_coverage,Dipole,3,2008,0
active_denominator_min80pct_coverage,Dipole,3,2009,0
active_denominator_min80pct_coverage,Dipole,3,2010,0
active_denominator_min80pct_coverage,Dipole,3,2011,0
active_denominator_min80pct_coverage,Dipole,3,2012,0
active_denominator_min80pct_coverage,Dipole,3,2013,0
active_denominator_min80pct_coverage,Dipole,3,2014,0
active_denominator_min80pct_coverage,Dipole,3,2015,0
active_denominator_min80pct_coverage,Dipole,3,2016,0
active_denominator_min80pct_coverage,Dipole,3,2017,1
active_denominator_min80pct_coverage,Dipole,3,2018,1
active_denominator_min80pct_coverage,Dipole,3,2019,4
active_denominator_min80pct_coverage,Dipole,3,2020,0
active_denominator_min80pct_coverage,Dipole,3,2021,0
active_denominator_min80pct_coverage,Dipole,3,2022,1
active_denominator_min80pct_coverage,Dipole,3,2023,4
active_denominator_min80pct_coverage,Dipole,3,2024,0
stable_urban_core_fixed_denominator,Coherent,1,2000,0
stable_urban_core_fixed_denominator,Coherent,1,2001,1
stable_urban_core_fixed_denominator,Coherent,1,2002,0
stable_urban_core_fixed_denominator,Coherent,1,2003,2
stable_urban_core_fixed_denominator,Coherent,1,2004,0
stable_urban_core_fixed_denominator,Coherent,1,2005,0
stable_urban_core_fixed_denominator,Coherent,1,2006,10
stable_urban_core_fixed_denominator,Coherent,1,2007,1
stable_urban_core_fixed_denominator,Coherent,1,2008,1
stable_urban_core_fixed_denominator,Coherent,1,2009,0
stable_urban_core_fixed_denominator,Coherent,1,2010,10
stable_urban_core_fixed_denominator,Coherent,1,2011,0
stable_urban_core_fixed_denominator,Coherent,1,2012,2
stable_urban_core_fixed_denominator,Coherent,1,2013,0
stable_urban_core_fixed_denominator,Coherent,1,2014,0
stable_urban_core_fixed_denominator,Coherent,1,2015,4
stable_urban_core_fixed_denominator,Coherent,1,2016,0
stable_urban_core_fixed_denominator,Coherent,1,2017,8
stable_urban_core_fixed_denominator,Coherent,1,2018,14
stable_urban_core_fixed_denominator,Coherent,1,2019,4
stable_urban_core_fixed_denominator,Coherent,1,2020,8
stable_urban_core_fixed_denominator,Coherent,1,2021,5
stable_urban_core_fixed_denominator,Coherent,1,2022,7
stable_urban_core_fixed_denominator,Coherent,1,2023,38
stable_urban_core_fixed_denominator,Coherent,1,2024,9
stable_urban_core_fixed_denominator,Coherent,2,2000,1
stable_urban_core_fixed_denominator,Coherent,2,2001,0
stable_urban_core_fixed_denominator,Coherent,2,2002,0
stable_urban_core_fixed_denominator,Coherent,2,2003,0
stable_urban_core_fixed_denominator,Coherent,2,2004,0
stable_urban_core_fixed_denominator,Coherent,2,2005,1
stable_urban_core_fixed_denominator,Coherent,2,2006,0
stable_urban_core_fixed_denominator,Coherent,2,2007,1
stable_urban_core_fixed_denominator,Coherent,2,2008,0
stable_urban_core_fixed_denominator,Coherent,2,2009,4
stable_urban_core_fixed_denominator,Coherent,2,2010,4
stable_urban_core_fixed_denominator,Coherent,2,2011,3
stable_urban_core_fixed_denominator,Coherent,2,2012,0
stable_urban_core_fixed_denominator,Coherent,2,2013,0
stable_urban_core_fixed_denominator,Coherent,2,2014,0
stable_urban_core_fixed_denominator,Coherent,2,2015,0
stable_urban_core_fixed_denominator,Coherent,2,2016,4
stable_urban_core_fixed_denominator,Coherent,2,2017,1
stable_urban_core_fixed_denominator,Coherent,2,2018,10
stable_urban_core_fixed_denominator,Coherent,2,2019,9
stable_urban_core_fixed_denominator,Coherent,2,2020,11
stable_urban_core_fixed_denominator,Coherent,2,2021,1
stable_urban_core_fixed_denominator,Coherent,2,2022,14
stable_urban_core_fixed_denominator,Coherent,2,2023,42
stable_urban_core_fixed_denominator,Coherent,2,2024,0
stable_urban_core_fixed_denominator,Coherent,3,2000,0
stable_urban_core_fixed_denominator,Coherent,3,2001,0
stable_urban_core_fixed_denominator,Coherent,3,2002,2
stable_urban_core_fixed_denominator,Coherent,3,2003,1
stable_urban_core_fixed_denominator,Coherent,3,2004,0
stable_urban_core_fixed_denominator,Coherent,3,2005,1
stable_urban_core_fixed_denominator,Coherent,3,2006,2
stable_urban_core_fixed_denominator,Coherent,3,2007,4
stable_urban_core_fixed_denominator,Coherent,3,2008,0
stable_urban_core_fixed_denominator,Coherent,3,2009,0
stable_urban_core_fixed_denominator,Coherent,3,2010,5
stable_urban_core_fixed_denominator,Coherent,3,2011,0
stable_urban_core_fixed_denominator,Coherent,3,2012,1
stable_urban_core_fixed_denominator,Coherent,3,2013,2
stable_urban_core_fixed_denominator,Coherent,3,2014,0
stable_urban_core_fixed_denominator,Coherent,3,2015,1
stable_urban_core_fixed_denominator,Coherent,3,2016,4
stable_urban_core_fixed_denominator,Coherent,3,2017,1
stable_urban_core_fixed_denominator,Coherent,3,2018,9
stable_urban_core_fixed_denominator,Coherent,3,2019,11
stable_urban_core_fixed_denominator,Coherent,3,2020,2
stable_urban_core_fixed_denominator,Coherent,3,2021,3
stable_urban_core_fixed_denominator,Coherent,3,2022,16
stable_urban_core_fixed_denominator,Coherent,3,2023,12
stable_urban_core_fixed_denominator,Coherent,3,2024,0
stable_urban_core_fixed_denominator,Dipole,1,2000,0
stable_urban_core_fixed_denominator,Dipole,1,2001,2
stable_urban_core_fixed_denominator,Dipole,1,2002,7
stable_urban_core_fixed_denominator,Dipole,1,2003,1
stable_urban_core_fixed_denominator,Dipole,1,2004,1
stable_urban_core_fixed_denominator,Dipole,1,2005,1
stable_urban_core_fixed_denominator,Dipole,1,2006,2
stable_urban_core_fixed_denominator,Dipole,1,2007,2
stable_urban_core_fixed_denominator,Dipole,1,2008,0
stable_urban_core_fixed_denominator,Dipole,1,2009,3
stable_urban_core_fixed_denominator,Dipole,1,2010,10
stable_urban_core_fixed_denominator,Dipole,1,2011,1
stable_urban_core_fixed_denominator,Dipole,1,2012,3
stable_urban_core_fixed_denominator,Dipole,1,2013,10
stable_urban_core_fixed_denominator,Dipole,1,2014,3
stable_urban_core_fixed_denominator,Dipole,1,2015,1
stable_urban_core_fixed_denominator,Dipole,1,2016,0
stable_urban_core_fixed_denominator,Dipole,1,2017,0
stable_urban_core_fixed_denominator,Dipole,1,2018,0
stable_urban_core_fixed_denominator,Dipole,1,2019,5
stable_urban_core_fixed_denominator,Dipole,1,2020,2
stable_urban_core_fixed_denominator,Dipole,1,2021,3
stable_urban_core_fixed_denominator,Dipole,1,2022,2
stable_urban_core_fixed_denominator,Dipole,1,2023,2
stable_urban_core_fixed_denominator,Dipole,1,2024,0
stable_urban_core_fixed_denominator,Dipole,2,2000,0
stable_urban_core_fixed_denominator,Dipole,2,2001,0
stable_urban_core_fixed_denominator,Dipole,2,2002,0
stable_urban_core_fixed_denominator,Dipole,2,2003,12
stable_urban_core_fixed_denominator,Dipole,2,2004,2
stable_urban_core_fixed_denominator,Dipole,2,2005,1
stable_urban_core_fixed_denominator,Dipole,2,2006,3
stable_urban_core_fixed_denominator,Dipole,2,2007,0
stable_urban_core_fixed_denominator,Dipole,2,2008,0
stable_urban_core_fixed_denominator,Dipole,2,2009,0
stable_urban_core_fixed_denominator,Dipole,2,2010,4
stable_urban_core_fixed_denominator,Dipole,2,2011,0
stable_urban_core_fixed_denominator,Dipole,2,2012,4
stable_urban_core_fixed_denominator,Dipole,2,2013,0
stable_urban_core_fixed_denominator,Dipole,2,2014,1
stable_urban_core_fixed_denominator,Dipole,2,2015,7
stable_urban_core_fixed_denominator,Dipole,2,2016,4
stable_urban_core_fixed_denominator,Dipole,2,2017,1
stable_urban_core_fixed_denominator,Dipole,2,2018,2
stable_urban_core_fixed_denominator,Dipole,2,2019,0
stable_urban_core_fixed_denominator,Dipole,2,2020,1
stable_urban_core_fixed_denominator,Dipole,2,2021,2
stable_urban_core_fixed_denominator,Dipole,2,2022,3
stable_urban_core_fixed_denominator,Dipole,2,2023,0
stable_urban_core_fixed_denominator,Dipole,2,2024,0
stable_urban_core_fixed_denominator,Dipole,3,2000,0
stable_urban_core_fixed_denominator,Dipole,3,2001,0
stable_urban_core_fixed_denominator,Dipole,3,2002,6
stable_urban_core_fixed_denominator,Dipole,3,2003,1
stable_urban_core_fixed_denominator,Dipole,3,2004,1
stable_urban_core_fixed_denominator,Dipole,3,2005,0
stable_urban_core_fixed_denominator,Dipole,3,2006,0
stable_urban_core_fixed_denominator,Dipole,3,2007,0
stable_urban_core_fixed_denominator,Dipole,3,2008,0
stable_urban_core_fixed_denominator,Dipole,3,2009,0
stable_urban_core_fixed_denominator,Dipole,3,2010,11
stable_urban_core_fixed_denominator,Dipole,3,2011,5
stable_urban_core_fixed_denominator,Dipole,3,2012,3
stable_urban_core_fixed_denominator,Dipole,3,2013,5
stable_urban_core_fixed_denominator,Dipole,3,2014,0
stable_urban_core_fixed_denominator,Dipole,3,2015,2
stable_urban_core_fixed_denominator,Dipole,3,2016,0
stable_urban_core_fixed_denominator,Dipole,3,2017,0
stable_urban_core_fixed_denominator,Dipole,3,2018,0
stable_urban_core_fixed_denominator,Dipole,3,2019,2
stable_urban_core_fixed_denominator,Dipole,3,2020,0
stable_urban_core_fixed_denominator,Dipole,3,2021,1
stable_urban_core_fixed_denominator,Dipole,3,2022,0
stable_urban_core_fixed_denominator,Dipole,3,2023,1
stable_urban_core_fixed_denominator,Dipole,3,2024,1
stable_urban_core_active_denominator,Coherent,1,2000,1
stable_urban_core_active_denominator,Coherent,1,2001,1
stable_urban_core_active_denominator,Coherent,1,2002,2
stable_urban_core_active_denominator,Coherent,1,2003,5
stable_urban_core_active_denominator,Coherent,1,2004,2
stable_urban_core_active_denominator,Coherent,1,2005,1
stable_urban_core_active_denominator,Coherent,1,2006,10
stable_urban_core_active_denominator,Coherent,1,2007,1
stable_urban_core_active_denominator,Coherent,1,2008,1
stable_urban_core_active_denominator,Coherent,1,2009,0
stable_urban_core_active_denominator,Coherent,1,2010,10
stable_urban_core_active_denominator,Coherent,1,2011,4
stable_urban_core_active_denominator,Coherent,1,2012,3
stable_urban_core_active_denominator,Coherent,1,2013,0
stable_urban_core_active_denominator,Coherent,1,2014,1
stable_urban_core_active_denominator,Coherent,1,2015,4
stable_urban_core_active_denominator,Coherent,1,2016,6
stable_urban_core_active_denominator,Coherent,1,2017,12
stable_urban_core_active_denominator,Coherent,1,2018,14
stable_urban_core_active_denominator,Coherent,1,2019,7
stable_urban_core_active_denominator,Coherent,1,2020,13
stable_urban_core_active_denominator,Coherent,1,2021,10
stable_urban_core_active_denominator,Coherent,1,2022,15
stable_urban_core_active_denominator,Coherent,1,2023,45
stable_urban_core_active_denominator,Coherent,1,2024,29
stable_urban_core_active_denominator,Coherent,2,2000,3
stable_urban_core_active_denominator,Coherent,2,2001,0
stable_urban_core_active_denominator,Coherent,2,2002,1
stable_urban_core_active_denominator,Coherent,2,2003,1
stable_urban_core_active_denominator,Coherent,2,2004,0
stable_urban_core_active_denominator,Coherent,2,2005,2
stable_urban_core_active_denominator,Coherent,2,2006,0
stable_urban_core_active_denominator,Coherent,2,2007,1
stable_urban_core_active_denominator,Coherent,2,2008,0
stable_urban_core_active_denominator,Coherent,2,2009,4
stable_urban_core_active_denominator,Coherent,2,2010,22
stable_urban_core_active_denominator,Coherent,2,2011,7
stable_urban_core_active_denominator,Coherent,2,2012,1
stable_urban_core_active_denominator,Coherent,2,2013,3
stable_urban_core_active_denominator,Coherent,2,2014,1
stable_urban_core_active_denominator,Coherent,2,2015,2
stable_urban_core_active_denominator,Coherent,2,2016,23
stable_urban_core_active_denominator,Coherent,2,2017,21
stable_urban_core_active_denominator,Coherent,2,2018,13
stable_urban_core_active_denominator,Coherent,2,2019,18
stable_urban_core_active_denominator,Coherent,2,2020,28
stable_urban_core_active_denominator,Coherent,2,2021,1
stable_urban_core_active_denominator,Coherent,2,2022,20
stable_urban_core_active_denominator,Coherent,2,2023,74
stable_urban_core_active_denominator,Coherent,2,2024,0
stable_urban_core_active_denominator,Coherent,3,2000,0
stable_urban_core_active_denominator,Coherent,3,2001,0
stable_urban_core_active_denominator,Coherent,3,2002,6
stable_urban_core_active_denominator,Coherent,3,2003,5
stable_urban_core_active_denominator,Coherent,3,2004,2
stable_urban_core_active_denominator,Coherent,3,2005,4
stable_urban_core_active_denominator,Coherent,3,2006,3
stable_urban_core_active_denominator,Coherent,3,2007,5
stable_urban_core_active_denominator,Coherent,3,2008,0
stable_urban_core_active_denominator,Coherent,3,2009,1
stable_urban_core_active_denominator,Coherent,3,2010,36
stable_urban_core_active_denominator,Coherent,3,2011,0
stable_urban_core_active_denominator,Coherent,3,2012,3
stable_urban_core_active_denominator,Coherent,3,2013,4
stable_urban_core_active_denominator,Coherent,3,2014,2
stable_urban_core_active_denominator,Coherent,3,2015,7
stable_urban_core_active_denominator,Coherent,3,2016,33
stable_urban_core_active_denominator,Coherent,3,2017,5
stable_urban_core_active_denominator,Coherent,3,2018,15
stable_urban_core_active_denominator,Coherent,3,2019,28
stable_urban_core_active_denominator,Coherent,3,2020,19
stable_urban_core_active_denominator,Coherent,3,2021,7
stable_urban_core_active_denominator,Coherent,3,2022,24
stable_urban_core_active_denominator,Coherent,3,2023,39
stable_urban_core_active_denominator,Coherent,3,2024,0
stable_urban_core_active_denominator,Dipole,1,2000,1
stable_urban_core_active_denominator,Dipole,1,2001,4
stable_urban_core_active_denominator,Dipole,1,2002,10
stable_urban_core_active_denominator,Dipole,1,2003,3
stable_urban_core_active_denominator,Dipole,1,2004,5
stable_urban_core_active_denominator,Dipole,1,2005,3
stable_urban_core_active_denominator,Dipole,1,2006,4
stable_urban_core_active_denominator,Dipole,1,2007,7
stable_urban_core_active_denominator,Dipole,1,2008,1
stable_urban_core_active_denominator,Dipole,1,2009,3
stable_urban_core_active_denominator,Dipole,1,2010,15
stable_urban_core_active_denominator,Dipole,1,2011,1
stable_urban_core_active_denominator,Dipole,1,2012,8
stable_urban_core_active_denominator,Dipole,1,2013,14
stable_urban_core_active_denominator,Dipole,1,2014,6
stable_urban_core_active_denominator,Dipole,1,2015,3
stable_urban_core_active_denominator,Dipole,1,2016,0
stable_urban_core_active_denominator,Dipole,1,2017,3
stable_urban_core_active_denominator,Dipole,1,2018,0
stable_urban_core_active_denominator,Dipole,1,2019,10
stable_urban_core_active_denominator,Dipole,1,2020,6
stable_urban_core_active_denominator,Dipole,1,2021,5
stable_urban_core_active_denominator,Dipole,1,2022,4
stable_urban_core_active_denominator,Dipole,1,2023,6
stable_urban_core_active_denominator,Dipole,1,2024,0
stable_urban_core_active_denominator,Dipole,2,2000,6
stable_urban_core_active_denominator,Dipole,2,2001,4
stable_urban_core_active_denominator,Dipole,2,2002,3
stable_urban_core_active_denominator,Dipole,2,2003,18
stable_urban_core_active_denominator,Dipole,2,2004,9
stable_urban_core_active_denominator,Dipole,2,2005,7
stable_urban_core_active_denominator,Dipole,2,2006,9
stable_urban_core_active_denominator,Dipole,2,2007,4
stable_urban_core_active_denominator,Dipole,2,2008,4
stable_urban_core_active_denominator,Dipole,2,2009,3
stable_urban_core_active_denominator,Dipole,2,2010,8
stable_urban_core_active_denominator,Dipole,2,2011,1
stable_urban_core_active_denominator,Dipole,2,2012,7
stable_urban_core_active_denominator,Dipole,2,2013,1
stable_urban_core_active_denominator,Dipole,2,2014,4
stable_urban_core_active_denominator,Dipole,2,2015,9
stable_urban_core_active_denominator,Dipole,2,2016,5
stable_urban_core_active_denominator,Dipole,2,2017,3
stable_urban_core_active_denominator,Dipole,2,2018,3
stable_urban_core_active_denominator,Dipole,2,2019,0
stable_urban_core_active_denominator,Dipole,2,2020,10
stable_urban_core_active_denominator,Dipole,2,2021,7
stable_urban_core_active_denominator,Dipole,2,2022,3
stable_urban_core_active_denominator,Dipole,2,2023,12
stable_urban_core_active_denominator,Dipole,2,2024,0
stable_urban_core_active_denominator,Dipole,3,2000,5
stable_urban_core_active_denominator,Dipole,3,2001,0
stable_urban_core_active_denominator,Dipole,3,2002,7
stable_urban_core_active_denominator,Dipole,3,2003,1
stable_urban_core_active_denominator,Dipole,3,2004,1
stable_urban_core_active_denominator,Dipole,3,2005,6
stable_urban_core_active_denominator,Dipole,3,2006,2
stable_urban_core_active_denominator,Dipole,3,2007,1
stable_urban_core_active_denominator,Dipole,3,2008,0
stable_urban_core_active_denominator,Dipole,3,2009,0
stable_urban_core_active_denominator,Dipole,3,2010,12
stable_urban_core_active_denominator,Dipole,3,2011,5
stable_urban_core_active_denominator,Dipole,3,2012,4
stable_urban_core_active_denominator,Dipole,3,2013,5
stable_urban_core_active_denominator,Dipole,3,2014,0
stable_urban_core_active_denominator,Dipole,3,2015,2
stable_urban_core_active_denominator,Dipole,3,2016,3
stable_urban_core_active_denominator,Dipole,3,2017,7
stable_urban_core_active_denominator,Dipole,3,2018,2
stable_urban_core_active_denominator,Dipole,3,2019,2
stable_urban_core_active_denominator,Dipole,3,2020,0
stable_urban_core_active_denominator,Dipole,3,2021,1
stable_urban_core_active_denominator,Dipole,3,2022,0
stable_urban_core_active_denominator,Dipole,3,2023,2
stable_urban_core_active_denominator,Dipole,3,2024,1
